,rn,total_cnt,file_infos,regist_id,regist_nm,regist_dt,regist_date,updt_id,updt_nm,updt_dt,updt_date,data_id,data_nm,dataset_nm,dataset_dc,data_dc,cl_code,cl_full_nm,cl_nm_new,grid_provd_ennc,file_provd_ennc,api_provd_ennc,link_provd_ennc,raw_data_provd_ennc,entity_id,api_id,provd_instt_id,provd_instt_nm,jrsd_instt_code,jrsd_instt_nm,kwrd_one,kwrd_two,kwrd_three,job_charger_psitn,job_charger_nm,job_charger_tlphon_no,dataset_rm,lang,lang_nm,hold_stl_code,hold_stle_nm,updt_cycle_code,updt_cycle_nm,nxttrm_regist_prarnde,threeman_right_incls_ennc,ccl_code,ccl_nm,opn_year,realm_code,rdcnt,data_rm,tot_cnt,map_provd_ennc,chart_provd_ennc
291,292,1054,,,,2015.10.30,,,,,,20151030000000000521,외식업 경기지수 지역별 정보,외식업 경기지수,,외식업 경기지수 지역별 정보,2105,식품산업 > 통계,,Y,,Y,,Y,TI_MAFRA_A_FOODC_ARA,,201410120001,농림축산식품부,,,,,,,,,,,,,,,,,,,,,open,128,,0,N,Y
292,293,1054,,,,2015.10.30,,,,,,20151030000000000523,한식 좌석별 외식업 경기지수,외식업 경기지수,,한식 좌석별 외식업 경기지수,2105,식품산업 > 통계,,Y,,Y,,Y,TI_MAFRA_A_KOR_FOD_SET_GG,,201410120001,농림축산식품부,,,,,,,,,,,,,,,,,,,,,open,85,,0,N,N
293,294,1054,,,,2015.10.30,,,,,,20151030000000000530,여성농업 외 소득 활동,여성농업인실태조사,,여성농업외소득활동,1910,농축산기술 > 영농,,Y,,Y,,Y,TI_MAFRA_A_FEE_FAREL_INCOM,,201410120001,농림축산식품부,,,,,,,,,,,,,,,,,,,,,open,3538,,0,N,N
294,295,1054,,,,2015.12.04,,,,,,20151204000000000564,동물 질병 정보,동물질병정보,,동물질병정보제공,1901,농축산기술 > 가축질병,,Y,,Y,,,TI_QIA_ANIMAL_DISS_INFO,,201410120004,농림축산검역본부,,,,,,,,,,,,,,,,,,,,,open,3237,,0,N,N
295,296,1054,,,,2015.12.30,,,,,,20151230000000000575,우리말 농업용어,농림축산식품부 용어집,,"한글에 대한 자부심을 높이고, 도시농업인, 귀농·귀촌인 등 누구나 쉽게 사용할 수 있도록 농업분야의 어려운 용어를 우리말로 순화한 109개의 순우리말 농업용어목록 정보",1910,농축산기술 > 영농,,Y,Y,Y,,Y,TI_MAFRA_KORLANG_FARMING_WORD,,201410120001,농림축산식품부,,,,,,,,,,,,,,,,,,,,,open,4170,,0,,
296,297,1054,,,,2016.01.22,,,,,,20160122000000000576,농업 재해 보험 연감,농업재해보험연감,,농업재해보험연감,1305,유통 > 재해,,,Y,,,,,,201410120001,농림축산식품부,,,,,,,,,,,,,,,,,,,,,open,1135,,0,,
297,298,1054,,,,2016.02.01,,,,,,20160201000000000580,농업마이스터대학 현황,농업 마이스터대학 정보,,농업마이스터대학 현황,1600,교육,,Y,Y,Y,,,TI_EPIS_MEISTER_STTUS,,201410120010,농림수산식품교육문화정보원,,,,,,,,,,,,,,,,,,,,,open,15113,,0,Y,
298,299,1054,,,,2016.06.13,,,,,,20160613000000000584,전국 도매시장 실시간 경락가격 요약 정보(도매시장별 산지별),경락가격정보서비스,,"전국 35개 공영도매시장(일반법정 2개 포함)의 농수산물 정산전 실시간 경매거래 가격 정보로 경매일별 도매시장별 법인별 품종별 거래규격별 산지별 경매 최고가, 평균가, 최저가, 거래물량에 대한 정보 제공",1301,유통 > 유통가격,,Y,,Y,,,VIEW_WO_REAL_PRICE_SANJI,,201410120010,농림수산식품교육문화정보원,,,,,,,,,,,,,,,,,,,,,open,2754,,0,,
299,300,1054,,,,2016.10.09,,,,,,20161009000000000589,농가현황,가축위생방역지원본부 농가 정보,,전국 운영중인 가축사육농가의 축종별 현황 ,1104,축산 > 축산농장,,Y,Y,Y,,Y,TI_LHCA_FARM_STATE,,201610090001,가축위생방역지원본부,,,,,,,,,,,,,,,,,,,,,open,1254,,0,,Y
300,301,1054,,,,2016.10.27,,,,,,20161027000000000593,농업진흥지역도,농업진흥지역도 및 영농여건불리농지도,,"농업진흥지역도[시도별, 용도구역구분(농업진흥지역, 농업보호지역), 공간정보(SHape) 등]",1401,농지용수 > 농지,,,Y,,,,,,201410120007,한국농어촌공사,,,,,,,,,,,,,,,,,,,,,open,623,,0,,
301,302,1054,,,,2016.11.17,,,,,,20161117000000000599,작목별 영농기술 및 농사기술 정보,작목별농업기술정보 DB,,"작목별 일반,종자,병해충, 수확후관리, 환경 등의 정보를 제공하며, 각 정보에 대한 관련 파일 다운로드 기능을 제공합니다.",1910,농축산기술 > 영농,,,,Y,,,,,201410120013,농촌진흥청,,,,,,,,,,,,,,,,,,,,,open,244,,0,,
302,303,1054,,,,2016.11.21,,,,,,20161121000000000610,농지보전부담금 통계자료,농지보전부담금 정보,,"농지보전부담금 도별, (실부과 건수,금액),(수납액 건수,금액),(부담금 건수,금액),(가산금 건수,금액),(환급액 건수,금액) 등 통계자료 제공",1401,농지용수 > 농지,,Y,,Y,,Y,TI_KRC_FRLNDPRESVALOTM,,201410120007,한국농어촌공사,,,,,,,,,,,,,,,,,,,,,open,75,,0,,Y
303,304,1054,,,,2015.08.19,,,,,,20150819000000000452,농기계안전정보 서비스,농업기계 안전정보,,농기계안전정보 서비스,1500,시설장비,,,,,Y,,,,201410120013,농촌진흥청,,,,,,,,,,,,,,,,,,,,,open,673,,0,N,N
304,305,1054,,,,2015.10.19,,,,,,20151019000000000482,농업기반시설 시설제원-집수암거,농업기반시설 시설제원,,농업기반시설물 시설제원,1500,시설장비,,Y,,Y,,Y,TI_KRC_EQUM_COLL_COIT,,201410120007,한국농어촌공사,,,,,,,,,,,,,,,,,,,,,open,653,,0,Y,Y
305,306,1054,,,,2015.10.28,,,,,,20151028000000000494,가축 분뇨 살포 현황,가축자원분뇨화관리 현황,,법인체의 경종농가에 대한 분뇨 살포 현황,1101,축산 > 동물,,Y,,Y,,,TI_MAFRA_LVSTCKEXCRS_SPSTUS,,201410120001,농림축산식품부,,,,,,,,,,,,,,,,,,,,,open,1080,,0,N,Y
306,307,1054,,,,2015.10.28,,,,,,20151028000000000497,소 브루셀라 이동제한 정보,소 브루셀라검사현황,,지역별 소-브루셀라로 인한 이동제한 농가수,1901,농축산기술 > 가축질병,,Y,,Y,,,TI_MAFRA_BVBCS_MVMN_LMTT_INFO,,201410120001,농림축산식품부,,,,,,,,,,,,,,,,,,,,,open,917,,0,N,Y
307,308,1054,,,,2015.10.28,,,,,,20151028000000000498,폐업지원 지역별 신청규모정보,폐업지원제 지원현황,,"사업년도별, 지역별, 분야별, 품목별 신청 현황",1002,농산 > 원예작물,,Y,,Y,,,TI_MAFRA_CLSBIZ_SPARRESC_INFO,,201410120001,농림축산식품부,,,,,,,,,,,,,,,,,,,,,open,1140,,0,N,N
308,309,1054,,,,2015.10.28,,,,,,20151028000000000500,가축 거래 상인 등록 현황,축산업등록 현황,,가축거래 상인에 대한 등록현황,1104,축산 > 축산농장,,Y,,Y,,,TI_MAFRA_LVSTCK_DEALER_RESTTUS,,201410120001,농림축산식품부,,,,,,,,,,,,,,,,,,,,,open,3138,,0,N,N
309,310,1054,,,,2015.10.30,,,,,,20151030000000000504,기타 가축통계(꿀벌),기타가축통계,,기타 가축통계(꿀벌),1101,축산 > 동물,,Y,,Y,,Y,TI_MAFRA_S_LVSTCK_S_HNYB,,201410120001,농림축산식품부,,,,,,,,,,,,,,,,,,,,,open,387,,0,N,Y
310,311,1054,,,,2015.10.30,,,,,,20151030000000000508,기타 가축통계(토끼),기타가축통계,,기타 가축통계(토끼),1101,축산 > 동물,,Y,,Y,,Y,TI_MAFRA_S_LVSTCK_S_RBT,,201410120001,농림축산식품부,,,,,,,,,,,,,,,,,,,,,open,440,,0,N,Y
311,312,1054,,,,2015.10.30,,,,,,20151030000000000509,재배 면적별 농가수,인삼통계자료,,재배면적별농가수,2105,식품산업 > 통계,,Y,,Y,,Y,TI_MAFRA_S_GNSN_CTTR_FRCO,,201410120001,농림축산식품부,,,,,,,,,,,,,,,,,,,,,open,167,,0,N,Y
312,313,1054,,,,2015.10.30,,,,,,20151030000000000512,작물 재배 가구 농지 임차,귀농.귀촌인 현황,,작물재배가구농지임차,2500,귀농귀촌,,Y,,Y,,Y,TI_MAFRA_S_CRCTTR_FRLHIRE,,201410120001,농림축산식품부,,,,,,,,,,,,,,,,,,,,,open,358,,0,N,Y
313,314,1054,,,,2015.10.30,,,,,,20151030000000000527,동행 응답자 특성,한국외식업경기지수,,동행응답자특성,2105,식품산업 > 통계,,Y,,Y,,Y,TI_MAFRA_A_CT_RPD_CHR,,201410120001,농림축산식품부,,,,,,,,,,,,,,,,,,,,,open,165,,0,N,N
314,315,1054,,,,2015.11.17,,,,,,20151117000000000545,신구표준등급목록조회,농수축산물 표준코드 매핑정보,,"2015년 제·개정된 농축수산물 표준코드의 등급코드와 동일한 의미를 가지는 2013년 농축수산물 표준코드의 등급코드를 나타낸 정보
",1301,유통 > 유통가격,,Y,,Y,,Y,VIEW_SCM_GRAD_LIST,,201410120010,농림수산식품교육문화정보원,,,,,,,,,,,,,,,,,,,,,open,1074,,0,N,N
315,316,1054,,,,2015.11.17,,,,,,20151117000000000546,신구표준산지목록조회,농수축산물 표준코드 매핑정보,,"2015년 제·개정된 농축수산물 표준코드의 산지코드와 동일한 의미를 가지는 2013년 농축수산물 표준코드의 산지코드를 나타낸 정보
",1301,유통 > 유통가격,,Y,,Y,,Y,VIEW_SCM_MTC_LIST,,201410120010,농림수산식품교육문화정보원,,,,,,,,,,,,,,,,,,,,,open,958,,0,N,N
316,317,1054,,,,2015.11.17,,,,,,20151117000000000548,표준시장매핑목록조회,농수축산물 표준코드-조사가격 매핑정보,,"2015년 제·개정된 농축수산물 표준코드의 시장코드와 동일한 의미를 가지는 조사가격 표준 시장코드를 나타낸 정보
",1301,유통 > 유통가격,,Y,,Y,,Y,VIEW_SCM_MRKT_MAPNG_LIST,,201410120010,농림수산식품교육문화정보원,,,,,,,,,,,,,,,,,,,,,open,1188,,0,N,N
317,318,1054,,,,2015.11.17,,,,,,20151117000000000549,표준단위매핑목록조회,농수축산물 표준코드-조사가격 매핑정보,,"""2015년 제·개정된 농축수산물 표준코드의 단위코드와 동일한 의미를 가지는 조사가격 표준 단위명(산지, 도매, 소매)을 나타낸 정보
* 조사가격 표준 단위는 별도의 코드는 없음""
",1301,유통 > 유통가격,,Y,,Y,,Y,VIEW_SCM_UNIT_MAPNG_LIST,,201410120010,농림수산식품교육문화정보원,,,,,,,,,,,,,,,,,,,,,open,1034,,0,N,N
318,319,1054,,,,2015.11.17,,,,,,20151117000000000550,GPC품목매핑목록조회,농수축산물 표준코드-조사가격 매핑정보,,"도매시장에서 실거래가 발생하는 농축수산물 표준 품목 코드 499개를 사전 선정하였으며 499개의 농축수산물 표준 품목코드를 기준으로 동일한 국제표준코드를 나타낸 정보
",1301,유통 > 유통가격,,Y,,Y,,Y,VIEW_SCM_GPC_PRDLST_MAPNG_LIST,,201410120010,농림수산식품교육문화정보원,,,,,,,,,,,,,,,,,,,,,open,1088,,0,N,N
319,320,1054,,,,2015.12.10,,,,,,20151210000000000570,농촌 마을 현황 정보,농촌마을 현황정보,,농촌마을 기본정보 및 현황정보,1702,농촌복지 > 농촌개발,,Y,,Y,,Y,TI_EPIS_FMLG_VILAGE_STTUS_INFO,,201410120010,농림수산식품교육문화정보원,,,,,,,,,,,,,,,,,,,,,open,2987,,0,,
320,321,1054,,,,2016.06.09,,,,,,20160609000000000583,도매시장별 주요 양채류 거래현황(2013년01월~2016년05월),경락가격정보서비스,,"도매시장별 주요 양채류 또는 쌈채소(라디치오, 로메인, 로즈, 비타민, 쌈배추, 적겨자, 적근대, 적치커리, 청겨자 청상추, 치커리, 케일)의 월별 품종별 거래규격별 평균경매가, 총경매물량 거래현황에 대한 2013년01월 부터 2016년05월 까지 요약 정보로 국내 민간 외식업체의 요청자료로 제공한 맞춤데이터",1301,유통 > 유통가격,,,Y,,,,,,201410120010,농림수산식품교육문화정보원,,,,,,,,,,,,,,,,,,,,,open,3129,,0,,
321,322,1054,,,,2016.06.24,,,,,,20160624000000000585,전국 도매시장 정산 경락가격 요약 정보(도매시장별 품목별 산지별),경락가격정보서비스,,"전국 35개 공영도매시장(일반법정 2개 포함)의 농수산물 확정(정산) 경매거래 가격 정보로 경매일별 도매시장별 법인별 품종별 거래규격별 산지별 경매 최고가, 평균가, 최저가, 거래물량에 대한 정보 제공",1301,유통 > 유통가격,,Y,,Y,,,VIEW_WO_DAILY_PRICE_SANJI,,201410120010,농림수산식품교육문화정보원,,,,,,,,,,,,,,,,,,,,,open,3109,,0,,
322,323,1054,,,,2016.11.17,,,,,,20161117000000000597,농업용어 검색 및 설명정보,농촌진흥청 농업용어사전,,"농업용어 입력 후 농업용어에 대한 검색 결과 정보로 검색어 일치항목, 검색어 전방일치항목, 시소러스정보를 제공합니다.",1910,농축산기술 > 영농,,,,Y,,,,,201410120013,농촌진흥청,,,,,,,,,,,,,,,,,,,,,open,152,,0,,
323,324,1054,,,,2016.11.17,,,,,,20161117000000000598,작물 병해충 검색 서비스 ,농촌진흥청 병해충 정보,,"작물별 병해충에 대한 생태정보, 피해정보, 방제방법, 사진정보 등을 제공하며 작물명 및 해충명에 대한 검색 기능을 제공",1905,농축산기술 > 병해충,,,,Y,,,,,201410120013,농촌진흥청,,,,,,,,,,,,,,,,,,,,,open,154,,0,,
324,325,1054,,,,2015.08.27,,,,,,20150827000000000463,중국농산물 가격정보,중국 도매시장 가격정보,,중국농산물 가격정보,1301,유통 > 유통가격,,Y,,Y,,,VIEW_CH_PRICE_WHOLE,,201410120010,농림수산식품교육문화정보원,,,,,,,,,,,,,,,,,,,,,open,1768,,0,N,N
325,326,1054,,,,2015.09.03,,,,,,20150903000000000467,정부보급종 생산 통계,정부보급종 생산공급현황,,"국립종자원에서 생산한 식량종자(벼, 보리, 콩)의 연도별, 품종별 생산 현황",1906,농축산기술 > 종자,,Y,,Y,,Y,TI_SEED_GVRN_PRDCTN_STATS,,201410120003,국립종자원,,,,,,,,,,,,,,,,,,,,,open,944,,0,N,Y
326,327,1054,,,,2015.09.03,,,,,,20150903000000000468,구제역 예찰 및 진단,구제역 예찰 및 진단,,구제역 혈청예찰 월별 분석자료 및 국내 발생 구제역 바이러스에 대한 유전자 정보 등을 제공함으로써 구제역과 관련된 연구자료 등으로 활용,2002,검역 > 예찰방역,,,Y,,,,,,201410120004,농림축산검역본부,,,,,,,,,,,,,,,,,,,,,open,1136,,0,N,N
327,328,1054,,,,2015.10.01,,,,,,20151001000000000475,종자품종 특성정보,품종보호권 등록 품종 특성,,16개 대표 작물의 품종보호권 등록 품종 세부 특성 정보,1906,농축산기술 > 종자,,Y,,Y,,,VIEW_CH_SEED_KIND_MAP,,201410120003,국립종자원,,,,,,,,,,,,,,,,,,,,,open,238,,0,N,N
328,329,1054,,,,2015.10.19,,,,,,20151019000000000483,농업기반시설 시설제원-관정,농업기반시설 시설제원,,농업기반시설물 시설제원,1500,시설장비,,Y,,Y,,Y,TI_KRC_EQUM_ATW,,201410120007,한국농어촌공사,,,,,,,,,,,,,,,,,,,,,open,620,,0,Y,Y
329,330,1054,,,,2015.10.28,,,,,,20151028000000000496,소 브루셀라 검사결과현황,소 브루셀라검사현황,,지역별 소-브루셀라 검사결과 현황,1901,농축산기술 > 가축질병,,Y,,Y,,,TI_MAFRA_BVBCS_INSPCT,,201410120001,농림축산식품부,,,,,,,,,,,,,,,,,,,,,open,906,,0,N,N
330,331,1054,,,,2015.10.30,,,,,,20151030000000000513,재배 작물별 귀농 가구수,귀농.귀촌인 현황,,재배작물별귀농가구수,2500,귀농귀촌,,Y,,Y,,Y,TI_MAFRA_S_CTTRPS_RTNFM,,201410120001,농림축산식품부,,,,,,,,,,,,,,,,,,,,,open,554,,0,N,Y
331,332,1054,,,,2015.10.30,,,,,,20151030000000000514,시장 법인별 거래 실적,농산물 도매시장 현황,,시장법인별거래실적,1303,유통 > 유통관리,,Y,,Y,,Y,TI_MAFRA_T_MRKT_CPR_DEAT,,201410120001,농림축산식품부,,,,,,,,,,,,,,,,,,,,,open,284,,0,N,N
332,333,1054,,,,2015.10.30,,,,,,20151030000000000515,시장 연도별 거래 실적,농산물 도매시장 현황,,시장연도별거래실적,1303,유통 > 유통관리,,Y,,Y,,Y,TI_MAFRA_T_MRKT_YEAR_DEAT,,201410120001,농림축산식품부,,,,,,,,,,,,,,,,,,,,,open,357,,0,N,Y
333,334,1054,,,,2015.11.24,,,,,,20151124000000000554,과원규모화 사업추진실적,농지 및 과원규모화사업 통계정보,,"최근 3년간 농지 및 과원 규모화 사업별 농가수, 계약건수, 면적, 금액의 통계자료 제공",1401,농지용수 > 농지,,Y,,Y,,Y,TI_KRC_ORCHARD_SBPRTN_AMST,,201410120007,한국농어촌공사,,,,,,,,,,,,,,,,,,,,,open,75,,0,N,Y
334,335,1054,,,,2015.11.27,,,,,,20151127000000000562,원천정산경락가격원시데이터 ,농수축산물 도매시장 상세 경락가격,,정산경락가격정보를 원시데이터(.CSV)로 제공하는 데이터 셋,1301,유통 > 유통가격,,,,,,Y,,,201410120010,농림수산식품교육문화정보원,,,,,,,,,,,,,,,,,,,,,open,4177,,0,N,N
335,336,1054,,,,2016.03.08,,,,,,20160308000000000582,원천실시간경락가격도매시장요약목록조회,농수축산물 도매시장 상세 경락가격,,"전국 도매시장에서 거래되는 농산물, 수산물, 축산물의 경매낙찰가격과 거래되는 상품들에 대한 실시간 거래 상세 정보(경락일자+도매시장코드) 요약정보",1301,유통 > 유통가격,,Y,,Y,,,VIEW_RLTM_AUCCT_MRKT_SU_PRDLST,,201410120010,농림수산식품교육문화정보원,,,,,,,,,,,,,,,,,,,,,open,13133,,0,,
336,337,1054,,,,2016.07.22,,,,,,20160722000000000588,농수축산 유통정보 조사가격(농수축산물 표준코드 변환),경락가격정보서비스,,"농수산식품유통공사, 농협중앙회, 수협중앙회, 축산물품질평가원에서 농수축산물 유통정보 조사요령에 의거 유통단계(산지, 경락/도매, 소매)별 지역별로 대표품목을 조사하여 일별 제공하는 정보로 도매시장경락가격, 산지공판장 가격 등과 융복합할 수 있도록 조사가격코드를 농수축산물표준코드로 변환하여 제공",1301,유통 > 유통가격,,Y,,Y,,,VIEW_IF_TREPORT,,201410120010,농림수산식품교육문화정보원,,,,,,,,,,,,,,,,,,,,,open,3987,,0,,
337,338,1054,,,,2016.11.17,,,,,,20161117000000000600,품목별 유전자원 정보,농업 유전자원 정보,,유전자원 식물자원정보를 조회한다,1902,농축산기술 > 생명자원,,,,Y,,,,,201410120013,농촌진흥청,,,,,,,,,,,,,,,,,,,,,open,75,,0,,
338,339,1054,,,,2016.11.17,,,,,,20161117000000000601,주간 농업정보 및 품목별 농사정보,주간농사정보 DB,,"작물에 대한 농작물 관리, 병해충 방제요령 등의 주간농사정보 및 첨부파일 다운로드 기능을 제공합니다.",1910,농축산기술 > 영농,,,,Y,,,,,201410120013,농촌진흥청,,,,,,,,,,,,,,,,,,,,,open,162,,0,,
339,340,1054,,,,2016.11.17,,,,,,20161117000000000602,농축산물 소득정보 ,농축산물 소득정보 서비스,,농축산물 소득정보,1911,농축산기술 > 경영,,,,Y,,,,,201410120013,농촌진흥청,,,,,,,,,,,,,,,,,,,,,open,177,,0,,
340,341,1054,,,,2016.11.17,,,,,,20161117000000000603,농축산물 소득상세정보 서비스,농축산물 소득정보 서비스,,"농축산물 소득정보 품목, 연도, 지역, 작목, 상세정보",1911,농축산기술 > 경영,,,,Y,,,,,201410120013,농촌진흥청,,,,,,,,,,,,,,,,,,,,,open,196,,0,,
341,342,1054,,,,2016.11.17,,,,,,20161117000000000605,과수재배변동정보 조회 서비스,과수재배변동정보,,"지역별/연도별/과수별 과수재배면적정보 제공
지역별/연도별/과수별 과수재배면적 이미지정보 제공
년도별 과수별 과수재배면적예측 정보
연도별/과수별 과수재배면적예측 이미지정보 제공
내한성등급에 따른 온도범위, 시도별 면적정보 제공
내한성등급에 따른 식물내한성지도 이미지 정보 제공",1908,농축산기술 > GIS,,,,Y,,,,,201410120013,농촌진흥청,,,,,,,,,,,,,,,,,,,,,open,196,,0,,
342,343,1054,,,,2016.11.17,,,,,,20161117000000000606,국가농작물품목별병해충도감정보서비스,국가농작물병해충도감정보,,"농촌진흥청 국가병해충관리시스템 OpenAPI는 해충, 병(병원체), 잡초 등 다양한 병해충 정보와 벼 도열병예측과 같은 병해충 예측서비스를 유용하게 활용할 수 있도록 공개한 개발자 인터페이스입니다.",1905,농축산기술 > 병해충,,,,Y,,,,,201410120013,농촌진흥청,,,,,,,,,,,,,,,,,,,,,open,124,,0,,
343,344,1054,,,,2016.11.17,,,,,,20161117000000000607,실내정원용 식물 목록 및 상세 정보,농촌진흥청 식물 정보,,실내정원용 식물 정보,1704,농촌복지 > 도시농업,,,,Y,,,,,201410120013,농촌진흥청,,,,,,,,,,,,,,,,,,,,,open,400,,0,,
344,345,1054,,,,2016.11.17,,,,,,20161117000000000608,토양검정 화학성 분석 자료 서비스,토양검정 화학성 분석 자료,,토양검정 화학성 분석 자료 서비스,1401,농지용수 > 농지,,,,Y,,,,,201410120013,농촌진흥청,,,,,,,,,,,,,,,,,,,,,open,409,,0,,
345,346,1054,,,,2016.11.21,,,,,,20161121000000000611,농업용저수지 수위자료,농촌용수 저수지수위 정보,,"농촌용수 저수지수위정보[시설명, 면적(유역,홍수,만수,수혜), 총저수량, 유효저수량, 사수량, 홍수위, 만수위, 사수위 등]",1402,농지용수 > 농업용수,,N,,Y,,,,,201410120007,한국농어촌공사,,,,,,,,,,,,,,,,,,,,,open,1237,,0,,
